gutenberg_author_id,author,birthdate,deathdate
"45656","Margueritte, V. (Victor)","1866","1942"
"55309","Perés, Ramón D. (Ramón Domingo)","1863","1956"
"49310","Richardson, Robert C. (Robert Charlwood)","1882","1954"
"34582","Dearmer, Mabel","1872","1915"
"45769","Schauman, August","1826","1896"
"37383","Searles, Victor A.",,
"39850","Bunbury, Henry William","1750","1811"
"46581","Bassett, John Spencer","1867","1928"
"609","Waterlow, Sydney","1878","1944"
"47162","Taylor, Jocelyn","1899","1992"
"48794","Goodbird, Edward","1869",
"41888","Martin, Annie, Mrs.",,
"42466","Gottfried, von Neifen, active 1234-1255",,
"5451","Rose, J. Holland (John Holland)","1855","1942"
"50496","Street, Frank","1893","1944"
"31935","Willemsfonds",,
"44582","Järnefelt, Saimi","1867","1944"
"38684","Richet, Charles","1850","1935"
"55169","Mittler, Carl J.",,
"32113","Wells, Samuel R. (Samuel Roberts)","1820","1875"
"53316","General Foods Corporation",,
"39375","Maxwell, George Hebard","1860","1946"
"8222","Kempkey, A.",,
"44861","Ashdown, Charles Henry",,
"41482","Westergaard, Waldemar","1882","1963"
"34952","Barraclough, Wm. H. (William H.)","1865","1926"
"5098","Gorfinkle, Joseph I. (Joseph Isaac)","1880",
"41707","Sessions, Frederick",,
"697","Iles, George","1852","1942"
"57135","Dabney, Virginius","1835","1894"
"50370","Filian, George H.","1853",
"24844","Lynch, George","1868","1928"
"7885","Konewka, Paul","1840","1871"
"34334","Dominicus, F. C. (Foort Cornelis)","1884",
"6585","Briefs, Goetz A. (Goetz Antony)","1889","1974"
"38091","Dwight, Margaret Van Horn","1790","1834"
"34186","Quinby, Hosea","1804","1878"
"56698","Palm, Emil",,
"44846","Trebbi, Oreste",,
"46946","Kawaguchi, Ekai","1866","1945"
"48476","Watt, Francis","1849","1927"
"5256","Constant, Benjamin","1767","1830"
"32592","Lacour, Louis","1832","1891"
"49361","Schneider, Norman H. (Norman Hugh)",,
"31990","Patterson, John",,
"7319","Cheney, H. V. (Harriet Vaughan)","1796","1889"
"43820","Pyle, Joseph Gilpin","1853",
"1375","Aikman, William","1824","1909"
"2824","Riddell, J. H., Mrs.","1832","1906"
"44839","Florio, John",,"1625"
"37197","Step, Edward","1855","1931"
"38471","Schiff, Catherine J.",,
"9514","Heer, J. C. (Jakob Christoph)","1859","1925"
"7092","Hamilton, Frederick W. (Frederick William)","1860","1940"
"37463","Heiberg, J. L. (Johan Ludvig)","1791","1860"
"646","Carvalho, David Nunes","1848","1925"
"1054","Nichols, Philip, active 1562",,
"3613","Polo, Marco","1254","1324"
"53765","Heath, Dwight B.","1930",
"53447","Saerchinger, César","1889","1971"
"53821","Reventlow, E. (Ernst), Graf","1869","1943"
"42613","United States. Circuit Court (Massachusetts)",,
"42809","Bartoli, Adolfo","1833","1894"
"35596","Stockham, Richard",,
"48887","Marks, Alfred",,
"6012","Vikelas, Demetrios","1835","1908"
"25316","Bobbett, Albert",,"1888"
"1415","Thomas, Cyrus","1825","1910"
"407","Nesbit, E. (Edith)","1858","1924"
"47785","Landsberger, Artur","1876","1933"
"51978","King, James","1750","1784"
"39745","British Museum",,
"33185","Thorne, Jack","1863",
"7700","Thomson, Alexis","1863","1924"
"37713","MacDonald, Daniel J.","1881",
"44485","Dugmore, A. Radclyffe (Arthur Radclyffe)","1870","1955"
"5358","Tyler, James Endell","1789","1851"
"45321","Ellet, E. F. (Elizabeth Fries)","1818","1877"
"35508","Sedgwick, Catharine Maria","1789","1867"
"40755","Kegan Paul, Trench & Co.",,
"28363","Belcourt, N. A. (Napoléon-Antoine)","1860","1932"
"53521","Sheringham, George","1884","1937"
"1289","Tegnér, Esaias","1782","1846"
"44194","Dodge, Walter Phelps","1869",
"49995","Bisson, Alexandre","1848","1912"
"52494","Elsynge, Henry",,"1656"
"7327","Braun, Wilhelm Alfred","1873",
"41947","Ashe, Waller",,
"42805","Gadow, Hans","1855","1928"
"5394","Haverfield, F. (Francis)","1860","1919"
"40502","Baily, H. Lavinia, (Hannah Lavinia)","1837","1921"
"45392","Reitlinger, Henry Scipio","1882","1950"
"51828","Swazey, John B.",,
"39314","De Camp, Charles B.",,
"47161","Thomas, Dorothy","1898",
"52914","Canter, H. V. (Howard Vernon)","1873","1942"
"38962","Hibben, John Grier","1861","1933"
"26271","Li, Boyuan","1867","1906"
"47758","Keesey, Walter M.","1887","1970"
"51765","Pott, F. L. Hawks (Francis Lister Hawks)","1864","1947"
"45368","Anderton, H. Orsmond",,
"31318","Caldwell, Erskine","1903","1987"
"223","Teasdale, Sara","1884","1933"
"1616","Barr, Robert","1850","1912"
"57009","Backus, W. Elwyn (Waldo Elwyn)","1892","1979"
"8042","Colonna, Francesco",,"1527"
"36484","Gill, Charles Otis","1868",
"32197","Blicq, A. Stanley (Arthur Stanley)","1895","1976"
"39161","Wasserman, Earl R. (Earl Reeves)","1913","1973"
"36204","Ovington, Mary White","1865","1951"
"51530","Lybbe, Philip Lybbe Powys",,
"45378","Bradley, William Aspenwall","1878","1939"
"55490","Hatlem, John C.",,
"31960","Machard, Alexandre",,
"28376","Leumann, Carlos Alberto","1887",
"54125","Harding, Harry Alexis","1871",
"7076","Waring, James",,
"52727","Richardson, Charles, of New York",,
"42362","Porter, Horace","1863",
"45130","Voionmaa, Emmi","1877","1969"
"396","Geological Survey (U.S.)",,
"6909","Steward, T. G. (Theophilus Gould)","1843","1924"
"55777","Lawson, Edith Wilhelmina",,
"9025","Coloma, Luis","1851","1915"
"42075","Coignet, Jean-Roch","1776","1860"
"51086","Hill, Isaac J.","1826",
"39815","Bottone, Selimo Romeo",,"1909"
"25518","Burn Murdoch, W. G. (William Gordon)","1862","1939"
"34992","Bump, Charles Weathers","1872","1908"
"57054","Thoresby, Ralph","1658","1725"
"526","Freeman, Edward A. (Edward Augustus)","1823","1892"
"37101","Cornwell, Dean","1892","1960"
"44415","Wiggins, Frank",,
"54559","Wang, Yiming",,
"4467","Thoma, Albrecht","1844","1915"
"48100","Dorr, Julia C. R. (Caroline Ripley)","1825","1913"
"26717","Lang, Jean","1867","1932"
"49343","Havard, Aline","1889",
"50763","Tiphaigne de La Roche, Charles-François","1722","1774"
"4482","Pansy","1841","1930"
"9053","Wasch, Karel Johan Hendrik","1886","1967"
"35724","Risley, R. V. (Richard Voorhees)","1874","1904"
"53168","Fessenden, Thomas Green","1771","1837"
"36243","Seville, William P.",,
"34327","Taylor, Bert Leston","1866","1921"
"51078","Giraudoux, Jean","1882","1944"
"47673","Perley, M. V. B.",,
"5244","Illica, Luigi","1857","1919"
"24743","Gruine, W. G. C.",,
"39145","Jabez, Brother",,
"9374","Nordberg, Carl E. (Carl Edin)","1880","1926"
"6888","Repplier, Agnes","1855","1950"
"44461","Hill, Thomas",,
"8210","Weir, Harrison","1824","1906"
"8533","Ghose, Manmohan","1869","1924"
"55033","Williams, Wythe","1881","1956"
"7544","Chalmers, James","1841","1901"
"54515","Bowen, Edwin W. (Edwin Winfield)","1866","1953"
"48305","Dauphin, Léopold","1847","1925"
"47386","Tuomikoski, Jaakko","1885","1971"
"2414","Johnson, Helen Kendrick","1844","1917"
"2850","Moffett, Cleveland","1863","1926"
"37830","Howard, Blanche Willis","1847","1898"
"55181","Ferris, James Cody",,
"43981","Wolfenstein, Alfred","1888","1945"
"8822","Ayres, Leonard Porter","1879","1946"
"41971","Jones, W. Henry",,
"981","Martin, Eva (Translator)",,
"9807","Briggs, Olive M. (Olive Mary)","1873",
"46424","Conger, Henry Rutgers",,"1920"
"52686","Waldmüller, Ferdinand Georg","1793","1865"
"47543","Halifax (N.S.). City Council. Special Committee on the Improvement of the Fire Department",,
"42644","Schwink, Otto",,
"51182","Martin, Isabella D.",,
"7185","Courtney, W. L. (William Leonard)","1850","1928"
"42556","Spalding, Henry Harmon","1803","1874"
"7152","Crompton, Richmal","1890","1969"
"4443","Oemler, Marie Conway","1879","1932"
"40800","Aspinall, James","1795","1861"
"4891","Flemming, Louis A. (Louis Andrew)","1875",
"47477","Parker, A. A. (Amos Andrew)","1791","1893"
"4399","Marivaux, Pierre Carlet de Chamblain de","1688","1763"
"42029","Lillie, R.",,
"40357","Rothschild, Lionel Walter Rothschild, Baron","1868","1937"
"37444","Vasconcellos, Henrique de","1876","1924"
"44509","Fox, Henry L. (Henry Landell)","1872",
"3098","Williams, Theodore Chickering","1855","1915"
"43663","Walker, John Bernard","1858",
"56011","Kellner, K. A. Heinrich (Karl Adam Heinrich)","1837","1915"
"37753","Briggs, W. A.",,
"52176","Casti, Giovanni Battista","1724","1803"
"26355","Fernández Duro, Cesáreo","1830","1908"
"2902","Coleridge, Ernest Hartley","1846","1920"
"49996","Volkert, Edward Charles","1871","1935"
"1050","Josephus, Flavius","37",
"43703","Smith, James","1782","1867"
"45266","Manrique, Jorge",,"1479"
"37372","Hooker, Brian","1880","1946"
"3211","Hodder, Edwin","1837","1904"
"36385","Reinhardt, Louise","1866",
"9098","Wijk, Emma B. van der",,
"44181","Smith, Joseph Fielding","1876","1972"
"43915","Grimaldi, Joseph","1779","1837"
"52385","Alsen, Gutti","1869","1929"
"37031","Sayle, Iris Eugenie Friend",,
"42727","Gray, John Alfred",,
"55571","Sinclair, George",,"1696"
"3278","Wheeler, Janet D.",,
"42268","Pfeil, Johann Gottlob Benjamin","1732","1800"
"1215","Gatlin, Dana","1884","1940"
"4336","Aguilar, Grace","1816","1847"
"44212","Rogers, John Godfrey, Sir","1850",
"55657","Norcross, Grace",,
"37054","Wells, Kate Gannett","1838","1911"
"33935","Van Dresser, William","1871","1950"
"47156","Evans, R. C. (Richard C.)","1861","1921"
"49798","Allen, Samuel",,
"45062","Wessel, Johan Herman","1742","1785"
"8292","Mockler, Geraldine",,
"56664","Coye, Lee Brown","1907","1981"
"50810","National Wholesale Lumber Dealers Association. Bureau of Information. Legal Department",,
"8707","Clippinger, D. A. (David Alva)","1860","1938"
"39912","Micheaux, Oscar","1884","1951"
"37165","Allyn, Jack",,
"1240","Manners, J. Hartley","1870","1928"
"383","Pyle, Walter L. (Walter Lytle)","1871","1921"
"1630","Einstein, Albert","1879","1955"
"26174","Pinelli, Bartolomeo","1781","1835"
"51391","Thijsse, Jac. P. (Jacobus Pieter)","1865","1945"
"41804","Holcombe, Arthur N. (Arthur Norman)","1884","1977"
"32728","Dillon, Leo","1933","2012"
"42209","Hansmann, Paul","1882","1936"
"37618","Brock, Isaac, Sir","1769","1812"
"32410","Waggaman, Mary T. (Mary Theresa)","1846","1931"
"3431","Koralek, Paola",,
"53921","Searls, Hank","1922","2017"
"3058","Weaver, John","1673","1760"
"48584","Brown, Karl F. (Karl Frederick)","1900",
"33194","Low, Seth","1850","1916"
"43909","Richards, Bernard G.",,
"33989","Farmer, Philip José","1918","2009"
"40163","Wolff, Henry W. (Henry William)","1840","1931"
"38315","Mitchell, Stewart","1892","1957"
"53088","Veal, George","1740","1787"
"2102","Fyffe, Charles Alan","1845","1892"
"6831","Cejador y Frauca, Julio","1864","1927"
"55680","Pet Milk Company",,
"41771","Hastings, Thomas","1784","1872"
"48291","Hammerstein, Eugen von","1804","1851"
"3443","Siegel, Samuel",,"1948"
"8363","Nanong, Balbino B.",,
"1290","Holcomb, Thomas A. E. (Thomas Addis Emmett)","1831","1897"
"259","Michelson, Miriam","1870","1942"
"36936","Guliver, Robert",,
"49807","Kelly, William Hyde","1882",
"3423","Berman, Louis","1893","1946"
"4153","Lönnrot, Elias","1802","1884"
"51082","Ponsonby, Frederick","1867","1935"
"49603","Keyes, C. M. (Charles M.)",,
"38085","Rankin, Carroll Watson","1870",
"32148","Loraine, Lorn",,"1967"
"54360","Dowdall, Mrs.","1876","1939"
"53993","Jones, Owen (Gamekeeper)",,
"35538","Gold, H. L. (Horace Leonard)","1914","1996"
"51488","Oliver, Jean",,
"36086","Magee, Knox",,
"6506","Rout, Ettie Annie","1877","1936"
"56795","Roberts, Helen H. (Helen Heffron)","1888","1985"
"47880","Stenroth, Oswald","1869","1952"
"31808","Geerling, Otto","1850",
"45289","Shreeve, Thomas A.",,
"2734","Jacobs, Eugene C.",,
"47136","Philadelphia Society for Alleviating the Miseries of Public Prisons",,
"47200","Morse, Frances Clary",,
"1805","Ásgeir Pétursson",,
"41112","Leppin, Paul","1878","1945"
"53207","Golʹdenveĭzer, Aleksandr Borisovich","1875","1961"
"41422","Barrett, James W. (James William), Sir","1862","1945"
"585","Butler, Ellis Parker","1869","1937"
"6109","Giese, William F. (William Frederic)","1864",
"31258","Leroy, Nicolau T.",,
"38988","Warfield, Louis M. (Louis Marshall)","1876",
"56443","Ewing, W. (William)","1857","1932"
"33585","King, Eleanor E.",,
"32843","Csiky, Gergely","1842","1891"
"26763","Richmond, Mary Ellen","1861","1928"
"46230","Costain, Thomas B. (Thomas Bertram)","1885","1965"
"39264","Hassell, Susan Whitcomb",,
"9391","Broglie, Albert de","1821","1901"
"4591","Mayhew, A. L. (Anthony Lawson)","1842","1916"
"6583","Scheler, Max","1874","1928"
"40844","Anderson, Andrew A.",,
"43604","Potter, Olave M. (Olave Muriel)",,
"33038","Campbell, R. W.",,
"9621","Árkay, Kálmán",,
"39809","Low, David Allan","1857","1937"
"39568","Danziger, Adolphe","1859","1959"
"5041","Dingle, Edwin John","1881","1972"
"25691","Irwin, M. (Madelaine)",,
"48865","Fussell, J. C. (James Coldham)","1874","1945"
"47250","Ray, George R.","1869","1935"
"53100","Chaddock, Charles Gilbert","1861","1936"
"55491","Roberts, James Russel",,
"36794","Cohen, Helen Louise","1882","1957"
"51091","Sell, Karl","1845","1914"
"6049","Lang, George",,
"7837","Rodriguez, Fr. José",,
"32802","Nunès, Robert",,
"51925","Saussure, Horace Bénédict  de","1740","1799"
"51878","Dennis, Geoffrey","1892","1963"
"55881","Soane, Ely Banister","1881","1923"
"35338","Bettencourt, Emiliano Augusto de","1825","1886"
"32047","Raymond, Rossiter W. (Rossiter Worthington)","1840","1918"
"57083","Werne, Ferdinand","1800","1874"
"6294","Napier, James","1810","1884"
"9296","Lutz, Alma",,
"44040","Warén, Reijo",,
"37968","Ferguson, Robert",,"1898"
"46602","Barnitz, David Park","1878","1901"
"52444","Krohn, Minna","1841","1917"
"4402","Dewey, Melvil","1851","1931"
"45323","Smith, George Vance",,"1902"
"56872","Ludwig, Friedrich","1851","1918"
"9716","De Lacy, Charles J.",,
"5651","Kauppis-Heikki","1862","1920"
"51551","Hutzler, Sara","1853","1893"
"53446","Hall, Leland","1883","1957"
"41189","Porter, Robert P. (Robert Percival)","1852","1917"
"3002","Peple, Edward","1869","1924"
"24855","Cammerer, Adelbert","1786","1848"
"39984","Scholl, Ernest E. (Ernest Emmett)","1881",
"51937","Small, James C. (James Craig)","1888",
"45013","Noyce, Elisha",,
"998","Marcus Aurelius, Emperor of Rome","121","180"
"50127","North, G. S.",,
"31491","Bancroft, Jessie H. (Jessie Hubbell)","1867","1952"
"4550","Jagor, Fedor","1816","1900"
"35233","Brugman, Karl","1849","1919"
"51818","Gleason, Gene","1914","1987"
"35554","Vieira, José Augusto",,
"1202","Cohen, Josef","1886","1965"
"38582","Smith, Elliott","1868",
"33025","Jacomy-Régnier",,
"33808","Hyatt, Stanley Portal","1877","1914"
"53954","Baudot, Victor","1844","1922"
"55525","Du Bois, L.",,
"5589","Flom, George T. (George Tobias)","1871","1960"
"6204","Woodward, A.",,
"45551","Fuller, J. F. C. (John Frederick Charles)","1878","1966"
"40593","Smith, Harry B. (Harry Bache)","1860","1936"
"34730","Leake, Gerald","1885",
"48927","Gray, Alan",,
"40527","Laidlaw, George Frederick","1871",
"37816","Giles, Howard","1876","1955"
"57045","Smith, John","1647",
"43299","Wegener, Alfred","1880","1930"
"26572","Davis, John Steeple","1844","1917"
"53825","Williamson, James J.","1834","1915"
"6296","Wigström, Eva","1832","1901"
"38456","Sneath, E. Hershey (Elias Hershey)","1857","1935"
"25724","Ludlow, Fitz Hugh","1836","1870"
"53339","Dillon, Ralph P.",,
"42955","Richardson, Albert D. (Albert Deane)","1833","1869"
"467","Shaw, Bernard","1856","1950"
"26754","Sangster, Charles","1822","1893"
"43650","Albertson, Ralph","1866","1951"
"38626","Palen, Lewis Stanton","1876",
"40184","Richardson, Joseph","1755","1803"
"53553","Hamling, William L.","1921","2017"
"9398","Raphael, John N. (John Nathan)","1868","1917"
"52495","Riches, Kate",,
"52345","Desrais, Claude Louis","1746","1816"
"44487","Ripley, William Zebina","1867","1941"
"48047","Pierson, Helen Wall",,
"48773","Carpenter, James","1840","1899"
"39176","Nicholson, Reynold Alleyne","1868","1945"
"2307","Woodward, Ray",,
"52094","Stern, Adolf","1835","1907"
"41006","Wilkinson, Thomas Turner",,"1874"
"54597","Grimshaw, Robert","1850","1941"
"34726","Kleiner, Rheinhart",,
"6838","Elverson, James","1838","1911"
"2981","Eeden, Frederik van","1860","1932"
"6481","O'Hagan, Anne","1869","1934"
"41124","Hay, George","1876",
"49509","Bengts, Josefina","1875","1925"
"46062","Schneider, Martin",,
"2647","Charlotte Elizabeth","1790","1846"
"42157","Hay, Gilbert,‏ ‎Sir,‏ active 1456",,
"56377","Reid, William",,
"26742","Gould, Nat","1857","1919"
"38069","Winkler, Johan","1840","1916"
"46980","Haislet, John A.",,
"38317","Daggett, Mary Stewart","1856","1922"
"5518","Barrow, John, Sir","1764","1848"
"37285","Harding, James Duffield","1798","1863"
"49031","Smithson, E. W. (Edward Walter), active 19th century",,
"5550","Putnam, Ruth","1856","1931"
"34069","Nisbet, Noel L. (Noel Laura)","1887","1956"
"45632","Walsh, R. (Robert)","1772","1852"
"35006","Hunter, Robert","1874","1942"
"4567","Campbell, Blendon","1872","1969"
"35107","Jenkins, Thomas H.",,
"9370","Blyth, James","1864","1933"
"54436","Piotrowski, Rufin","1806","1872"
"6693","Brooks, Henry M. (Henry Mason)","1822","1898"
"56335","MacBride, E. W. (Ernest William)","1866","1940"
"43211","Morley, Thomas","1831","1906"
"31412","Curry, Charles Madison","1869","1944"
"48956","Lamminen, Frans",,
"55698","Hálek, Vítězslav","1835","1874"
"39737","Hollingworth, Leta Stetter","1886","1939"
"31505","Iraq Study Group (U.S.)",,
"28413","King, Richard","1879","1947"
"36757","Blackie & Son",,
"39822","Simpson, M. C. M. (Mary Charlotte Mair)",,
"31484","Greene, Frances Nimmo","1850","1921"
"39569","Willcock, John","1853","1931"
"45838","Vainio, Edv. A. (Edvard August)","1853","1929"
"46160","Zeigler, Wilbur Gleason","1857","1935"
"26502","Drachman, E.",,
"39354","Pepper, Charles M. (Charles Melville)","1859","1930"
"46285","Hoffman, Wickham","1821","1900"
"33962","Coussens, Armand","1881","1935"
"54261","Vega, Ricardo de la","1839","1910"
"4517","Langton, H. H. (Hugh Hornby)","1862","1953"
"541","Green, Anna Katharine","1846","1935"
"37427","Vessiot, Ernest","1865","1952"
"34238","Flat, Paul","1865","1918"
"32245","Shaw, George Russell","1848","1937"
"33374","Williamson, Oliver R.",,
"5149","Dodds, James","1831","1907"
"33175","Mickiewicz, Ladislas","1838","1926"
"28412","Rainey, Thomas",,
"56854","Fales, E. N. (Elisha Noel)","1887","1970"
"37699","Żeromski, Stefan","1864","1925"
"42753","Dodge, Susan Webster","1875",
"38276","Uhlrich, E.",,
"56152","Bonger, Willem Adriaan","1876","1940"
"51575","Vedel, Emile","1858","1937"
"56220","Tela, M.",,
"56414","Oehler, Gottlieb F.",,
"8787","Dutt, Romesh Chunder","1848","1909"
"32315","Richards, Dick",,
"53067","Dawson, Henry","1825",
"25483","Forte, Arnaldo",,
"34579","de Esque, Jean","1879",
"43288","Gehrts, Meg","1891","1966"
"52534","Klabund","1890","1928"
"42359","Love, Harold","1937","2007"
"46126","Etzel, Gisela","1880","1918"
"25678","De Morgan, Augustus","1806","1871"
"46986","Meyer, Josephine A. (Josephine Amelia)","1884",
"378","Benton, Thomas Hart","1782","1858"
"42213","Leonardo de Argensola, Bartolomé","1562","1631"
"9930","Soper, George","1870","1942"
"2632","American Sunday-School Union",,
"2717","Burr, Aaron","1756","1836"
"675","Hawthorne, Julian","1846","1934"
"33581","Grace, Alfred A. (Alfred Augustus)","1867","1942"
"26493","Fraser, Claud Lovat","1890","1921"
"28359","Phillips, Forbes","1866","1917"
"44326","Habington, William","1605","1654"
"31212","De la Roche, Mazo","1879","1961"
"35550","Chichester, Henry Manners","1832","1894"
"41899","Van Schaick, S. W. (Stephen Wilson)",,"1920"
"9358","Alma, Maude",,"1895"
"39941","Surtees, Scott F. (Scott Frederick)","1814","1889"
"32381","Noponen, Alpo","1862","1927"
"44528","Dutric",,
"39538","Carpenter, William H. (William Henry)","1853","1936"
"26669","Horton, Charles M. (Charles Marcus)","1879",
"43408","McKnight, Hiram Peck",,
"26250","Cory, John",,
"39880","Williams, Wilbur Herschel","1874","1935"
"50678","Törngren, Johannes Agapetus","1772","1859"
"47529","Prince, Magdalene","1870","1936"
"2629","Ward, Humphry, Mrs.","1851","1920"
"56271","Howe, Frances S.","1842","1937"
"50266","Castro, Rosalía de","1837","1885"
"37000","Wirt, Mildred A. (Mildred Augustine)","1905","2002"
"5723","Thomas, John",,
"49270","Groeningen, August P. van","1866","1894"
"42077","Forbes, Robert","1708","1775"
"41281","Smith, Charlotte","1749","1806"
"43519","Powers, Lee L.",,
"50432","Fenn, L.",,
"42433","Dircks, Henry","1806","1873"
"33117","Smith, J. Allen (James Allen)","1860","1926"
"4682","Cameron, Agnes Deans","1863","1912"
"40439","Townsend, John Wilson","1885","1968"
"43372","Montagu, Edward Wortley","1713","1776"
"7655","Bodin, Jean","1530","1596"
"45348","Blanchard, C. J. (Clarence John)","1863","1945"
"56107","Beck, Amanda K. (Amanda Kathryn)","1870","1937"
"24961","Makellar, Archibald",,
"50171","Griffith, Wilson Parks",,
"9746","Horrell, Charles",,
"55262","Kneeland, Clarissa A. (Clarissa Abia)","1878","1950"
"55582","Hitchcock, Henry-Russell","1903","1987"
"43525","Harvey, Harry F.",,
"33107","Ficalho, Francisco Manuel de Melo, Conde de","1837","1903"
"56952","Drummond, Robert Rutherford","1883","1946"
"46235","Rodríguez de Montalvo, Garci",,
"54736","Jenkins, Burke",,
"33638","Robins, E. P.",,
"1517","Holmsen, Bjarne P. (Bjarne Peter)",,
"39835","Phlores, Kostas",,
"42774","Tomlin, G. A.",,
"45098","Hecker, Max","1870","1948"
"48614","Mayhew, Henry","1812","1887"
"1128","Floyd, Juanita Helm","1880","1979"
"43399","Dacus, J. A. (Joseph A.)",,
"25859","Pharaon, Florian","1827","1887"
"40287","Clark, Gordon",,
"34253","Hurst, Gerald B. (Gerald Berkeley), Sir","1877","1957"
"49232","Ford, James L. (James Lauren)","1854","1928"
"37119","Fouquette, M. J.",,
"9901","Tilney, F. C. (Frederick Colin)","1870","1951"
"57347","Chudeau, René","1864","1921"
"41654","Herr, Charles J.",,
"47263","Wratislaw, Albert Henry","1822","1892"
"41729","Lawrence, William R.","1812","1855"
"25152","Leamy, Edmund","1848","1904"
"35413","Guimarães, Alberto Dias",,
"54670","Kiddier, William","1859","1934"
"24770","Watson, Kate Heintz",,
"49421","Bostock, John","1773","1846"
"36544","Eckhardt, Carl Conrad","1878",
"47299","Johnson, Francis","1837","1908"
"54753","Courtney, A. B.",,
"25470","Dumont, Júlio",,
"48105","Wood, Henry","1834","1909"
"35435","Dennett, Mary Ware","1872","1947"
"48682","Normann, F. G.","1802","1855"
"6713","Giarratano, Caesar","1880","1953"
"6779","Goodrich-Freer, A. (Ada)","1865","1931"
"38125","DeWitt, David Miller","1837","1912"
"39886","Sullivan, T. D. (Timothy Daniel)","1827","1914"
"51976","Afanas'ev, A. N. (Aleksandr Nikolaevich)","1826","1871"
"4208","Leopold, Marie","1867",
"52346","Early, Jubal Anderson","1816","1894"
"43293","Makino, Yoshio","1874","1956"
"44437","Philippe, Charles-Louis","1874","1909"
"5013","Charnay, Désiré","1828","1915"
"43823","Smith, Goodwin Brooke","1870",
"33445","Potter, Burton Willis","1843","1927"
"57213","Maxwell, Edward Herbert","1822","1885"
"51679","Marsecco, Zannino",,
"7573","Bertrand, Aloysius","1807","1841"
"38080","Scott, Cyril","1879","1970"
"51907","Yorick","1836","1895"
"5274","Jacobs, Caroline Emilia","1872","1909"
"46506","Stone, Wilbur Macey","1862","1941"
"2983","Cox, Stephen Angus Douglas","1863","1944"
"42855","Collier, Jeremy","1650","1726"
"31162","Quyuan",,
"34816","Spencer, M. Lyle (Matthew Lyle)","1881","1969"
"49333","Caumont de La Force, Charlotte Rose de",,"1724"
"49304","Haines, Alice Calhoun","1874","1965"
"52179","Studebaker Corporation",,
"2911","Blanc, Henry","1831","1911"
"24875","Menefee, Maud",,
"31108","Tongyuanzi",,
"54491","Barrow, Thomas",,
"52630","Wedlake, C. J.",,
"49055","Christopherson, Edmund",,"1974"
"41823","Labra, Rafael M. de (Rafael María)","1841","1918"
"26145","Buchanan, George","1763","1808"
"5771","New Zealand. Special Committee on Moral Delinquency in Children and Adolescents",,
"53792","Jekyll, Joseph","1754","1837"
"32441","Mitchell, Lucy Sprague","1878","1967"
"54799","Burtis, Thomson","1896","1971"
"26551","Miller, Leo E. (Leo Edward)","1887","1952"
"51903","Walker, A. (Adam)","1730","1821"
"55660","Haywood, A. H. W. (Austin Hubert Wightwick)","1878","1965"
"33340","Hildebrandt, Herbert William","1931",
"38545","Leeds, Lewis W.",,
"52821","Veer, Gerrit de",,
"37777","Yellott, George","1819",
"8953","Shaw, Thomas","1843","1918"
"41985","Xiao, Tong","501","531"
"45020","Gilman, Wenona",,
"25280","Bronson, Edgar Beecher","1856","1917"
"26120","Wang, Shifu","1260","1316"
"56229","Young, William, bart.","1740","1815"
"7575","Bouvier, Alexis","1836","1892"
"50787","Noble, T. C. (Theophilus Charles)",,
"54124","Hall, Frank H. (Frank Henry)","1866",
"35779","Corrêa, António",,
"44290","Ripman, Walter","1869","1947"
"229","Jefferies, Richard","1848","1887"
"56144","Crampton, Rollin McNeil","1886","1970"
"6134","Vail, Henry Hobart","1839","1925"
"37301","Barrett, Orvey S.",,
"8113","Rowe, Clarence","1878","1930"
"43881","Daru, Pierre-Antoine-Noël-Bruno, comte","1767","1829"
"40275","E.I. du Pont de Nemours & Company",,
"44922","Grierson, Herbert John Clifford, Sir","1866","1960"
"48149","United States. National Park Service. Division of Publications",,
"48236","Frew, Robert","1812","1910"
"26863","Yarza, Florencio S. de",,
"7998","Spillman, Joseph","1842","1905"
"25504","Vries, M. de (Matthias)","1820","1892"
"48947","Newman, Ernest","1868","1959"
"7874","Schoonees, P. C. (Pieter Cornelis)","1891","1970"
"53169","Keene, Day","1904","1969"
"50883","Cummins, Harle Oren","1859","1931"
"57219","Joyce, L. E. Elliott (Lilian Elwyn Elliott)","1874","1963"
"38418","Dillon, Guillaume Patrice",,
"1813","Gibran, Kahlil","1883","1931"
"49079","United States. Office of Chief of Counsel for the Prosecution of Axis Criminality",,
"41394","Culpeper, Josephine",,
"49605","Bain, George W. (George William)","1901","1991"
"1275","Williams, Rufus P. (Rufus Phillips)","1851","1911"
"3710","Griggs, Edward Howard","1868","1951"
"53860","Rohde, Erwin","1845","1898"
"31404","Moraes, Wenceslau de","1854","1929"
"25915","Reidy, John J.",,
"39813","Cochrane, Thomas","1866","1953"
"965","Aristophanes","-450","-388"
"44634","Schönland, S. (Selmar)","1860",
"44003","Fanfani, Pietro","1815","1879"
"5275","Manning, Anne","1807","1879"
"47532","Martindale, Joseph C. (Joseph Comly)","1833","1872"
"41216","Hughes, Edwin Holt","1866","1950"
"7047","Pickthall, Marmaduke William","1875","1936"
"25975","Windsor, H. H. (Henry Haven)","1859","1924"
"56929","Harrison, John Smith","1877",
"26278","Beibitz, J. H. (Joseph Hugh)","1868","1936"
"46178","Köpke, Rudolf (Ernst Rudolf Anastasius)","1813","1870"
